study_ind,arm_ind,compound,treat,n,y,se,base,weeks,Phase,study,comments
6,1,HR17031,HR17031 - on BI + Met ± OAD,197,-1.53,,,26,Phase 3,HR17031 vs iGlar (BI-uncontrolled),"Diff vs iGlar -1.29% (P<0.0001); LSM from text; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1712-P/167889"
6,2,HR17031,Insulin Glargine (iGlar) - on BI + Met ± OAD,196,-0.25,,,26,Phase 3,HR17031 vs iGlar (BI-uncontrolled),"LSM CFB; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1712-P/167889"
7,1,HTD1801,HTD1801 1000 mg BID (SYMPHONY-1 monotherapy),135,-1.30,0.10,8.50,24,Phase 3,SYMPHONY-1 (DB),"LSM CFB at Wk24; baseline 8.5±0.8; n = 271/2 in OLE so DB N≈135; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
7,2,HTD1801,Placebo (SYMPHONY-1 monotherapy),136,-0.60,0.10,8.50,24,Phase 3,SYMPHONY-1 (DB),"LSM CFB at Wk24; placebo arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
7,3,HTD1801,HTD1801 1000 mg BID (SYMPHONY-2 add-on Met),182,-1.20,0.05,8.60,24,Phase 3,SYMPHONY-2 (DB),"LSM CFB at Wk24; baseline 8.6±0.8; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
7,4,HTD1801,Placebo (SYMPHONY-2 add-on Met),184,-0.70,,8.50,24,Phase 3,SYMPHONY-2 (DB),"LSM CFB at Wk24; baseline 8.5±0.8; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
8,1,HTD1801,HTD1801 OLE (originally HTD1801) - SYMPHONY-1,135,-1.20,0.10,8.50,52,Phase 3 OLE,SYMPHONY-1 OLE,"Continuing patients; durability through Wk 52; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
8,2,HTD1801,HTD1801 OLE (Placebo→HTD1801) - SYMPHONY-1,136,-1.30,0.10,8.50,52,Phase 3 OLE,SYMPHONY-1 OLE,"Crossover from placebo arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
8,3,HTD1801,HTD1801 OLE (originally HTD1801) - SYMPHONY-2,182,-1.10,,8.60,52,Phase 3 OLE,SYMPHONY-2 OLE,"Continuing patients; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
8,4,HTD1801,HTD1801 OLE (Placebo→HTD1801) - SYMPHONY-2,184,-1.20,,8.50,52,Phase 3 OLE,SYMPHONY-2 OLE,"Crossover from placebo arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1823-P/168049"
9,1,Zenagamtide (Amycretin),Zenagamtide 0.4 mg OW SC,38,-0.91,,8.04,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -0.77 (95% CI -1.26 to -0.28); p=0.0021; from Table; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,2,Zenagamtide (Amycretin),Zenagamtide 1.5 mg OW SC,36,-1.31,,7.69,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -1.17 (95% CI -1.66 to -0.67); p<0.0001; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,3,Zenagamtide (Amycretin),Zenagamtide 5 mg OW SC,37,-1.00,,7.78,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -0.86 (95% CI -1.38 to -0.34); p=0.0013; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,4,Zenagamtide (Amycretin),Zenagamtide 10 mg OW SC,38,-1.41,,7.85,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -1.27 (95% CI -1.77 to -0.77); p<0.0001; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,5,Zenagamtide (Amycretin),Zenagamtide 20 mg OW SC,38,-1.64,,7.73,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -1.49 (95% CI -2.00 to -0.98); p<0.0001; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,6,Zenagamtide (Amycretin),Zenagamtide 40 mg OW SC,38,-1.71,,7.83,36,Phase 2b,Zenagamtide Phase 2b,"CFB; ETD vs PBO -1.56 (95% CI -2.05 to -1.07); p<0.0001; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
9,7,Zenagamtide (Amycretin),Pooled placebo,37,-0.14,,7.96,36,Phase 2b,Zenagamtide Phase 2b,"CFB; reference arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1730-P/169008"
10,1,Insulin Efsitora alfa,Efsitora (QWINT-1 fixed-dose),34,-1.59,,,52,Phase 3,QWINT-1 (efsitora vs glargine),"CFB pooled across GLP-1 RA users + non-users (averaged from figure); subgroup post-hoc; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
10,2,Insulin Efsitora alfa,Glargine (QWINT-1 fixed-dose),31,-1.33,,,52,Phase 3,QWINT-1 (efsitora vs glargine),"Comparator arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
11,1,Insulin Efsitora alfa,Efsitora (QWINT-2 flex-dose),212,-1.30,,,52,Phase 3,QWINT-2 (efsitora vs glargine),"CFB pooled subgroups from figure; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
11,2,Insulin Efsitora alfa,Glargine (QWINT-2 flex-dose),220,-1.30,,,52,Phase 3,QWINT-2 (efsitora vs glargine),"Comparator arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
12,1,Insulin Efsitora alfa,Efsitora (QWINT-3 basal switch),175,-0.71,,,78,Phase 3,QWINT-3 (efsitora vs degludec),"CFB pooled subgroups from figure; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
12,2,Insulin Efsitora alfa,Degludec (QWINT-3 basal switch),88,-0.49,,,78,Phase 3,QWINT-3 (efsitora vs degludec),"Comparator arm (basal insulin switch); https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
13,1,Insulin Efsitora alfa,Efsitora (QWINT-4 basal-bolus),59,-1.12,,,26,Phase 3,QWINT-4 (efsitora vs glargine BB),"CFB pooled subgroups from figure; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
13,2,Insulin Efsitora alfa,Glargine (QWINT-4 basal-bolus),60,-1.00,,,26,Phase 3,QWINT-4 (efsitora vs glargine BB),"Comparator arm; https://diabetesjournals.org/diabetes/article/75/Supplement_1/1746-P/168503"
